"descrip"|"result"|"year"|"cohort"|"hospital"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro (Hb<13)"|"80"|"2022"|"ncra"|"Hospital B"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"0"|"2025"|"ncra"|"Hospital B"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"0"|"2024"|"ncra"|"Hospital B"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"0"|"2023"|"ncra"|"Hospital B"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"0"|"2022"|"ncra"|"Hospital B"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"0"|"2025"|"ncra"|"Hospital B"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"0"|"2024"|"ncra"|"Hospital B"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"0"|"2023"|"ncra"|"Hospital B"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"0"|"2022"|"ncra"|"Hospital B"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"66.67"|"2025"|"ncra"|"Hospital B"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"0"|"2024"|"ncra"|"Hospital B"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"75"|"2022"|"ncra"|"Hospital B"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"57.14"|"2023"|"ncra"|"Hospital B"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"100"|"2025"|"ncra"|"Hospital B"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"50"|"2024"|"ncra"|"Hospital B"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"62.5"|"2023"|"ncra"|"Hospital B"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"60"|"2022"|"ncra"|"Hospital B"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"50"|"2025"|"ncra"|"Hospital B"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"30"|"2024"|"ncra"|"Hospital B"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"58.82"|"2022"|"ncra"|"Hospital B"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"38.46"|"2023"|"ncra"|"Hospital B"
"% de pacientes con Hb de control"|"0"|"2025"|"ncra"|"Hospital B"
"% de pacientes tratados preoperatoriamente con un incremento de Hb de +1 pto"|"66.67"|"2022"|"ncra"|"Hospital B"
"% de pacientes tratados preoperatoriamente con un incremento de Hb de +1 pto"|"25"|"2023"|"ncra"|"Hospital B"
"% de pacientes tratados preoperatoriamente con un incremento de Hb de +1 pto"|"0"|"2025"|"ncra"|"Hospital B"
"% de pacientes no transfundidos con hematíes en preoperatorio"|"91.67"|"2025"|"ncra"|"Hospital B"
"% de pacientes no transfundidos con hematíes en preoperatorio"|"94.12"|"2022"|"ncra"|"Hospital B"
"% de pacientes no transfundidos con hematíes en preoperatorio"|"100"|"2024"|"ncra"|"Hospital B"
"% de pacientes no transfundidos con hematíes en preoperatorio"|"100"|"2023"|"ncra"|"Hospital B"
"% de pacientes no transfundidos con plasma en preoperatorio"|"100"|"2024"|"ncra"|"Hospital B"
"% de pacientes no transfundidos con plasma en preoperatorio"|"100"|"2025"|"ncra"|"Hospital B"
"% de pacientes no transfundidos con plasma en preoperatorio"|"100"|"2023"|"ncra"|"Hospital B"
"% de pacientes no transfundidos con plasma en preoperatorio"|"100"|"2022"|"ncra"|"Hospital B"
"% de pacientes no transfundidos con plaquetas en preoperatorio"|"100"|"2024"|"ncra"|"Hospital B"
"% de pacientes no transfundidos con plaquetas en preoperatorio"|"100"|"2025"|"ncra"|"Hospital B"
"% de pacientes no transfundidos con plaquetas en preoperatorio"|"100"|"2023"|"ncra"|"Hospital B"
"% de pacientes no transfundidos con plaquetas en preoperatorio"|"100"|"2022"|"ncra"|"Hospital B"
"% de pacientes intervenidos sin anemia"|"80"|"2024"|"ncra"|"Hospital B"
"% de pacientes intervenidos sin anemia"|"83.33"|"2025"|"ncra"|"Hospital B"
"% de pacientes intervenidos sin anemia"|"82.35"|"2022"|"ncra"|"Hospital B"
"% de pacientes intervenidos sin anemia"|"84.61"|"2023"|"ncra"|"Hospital B"
"% de pacientes intervenidos sin anemia (Hb>=13)"|"83.33"|"2024"|"ncra"|"Hospital B"
"% de pacientes intervenidos sin anemia (Hb>=13)"|"50"|"2025"|"ncra"|"Hospital B"
"% de pacientes intervenidos sin anemia (Hb>=13)"|"88.89"|"2023"|"ncra"|"Hospital B"
"% de pacientes intervenidos sin anemia (Hb>=13)"|"50"|"2022"|"ncra"|"Hospital B"
"% de pacientes tratados postoperatoriamente con hierro IV"|"80"|"2022"|"ncra"|"Hospital B"
"% de pacientes tratados postoperatoriamente con hierro IV"|"14.29"|"2023"|"ncra"|"Hospital B"
"% de pacientes tratados postoperatoriamente con hierro IV"|"66.67"|"2025"|"ncra"|"Hospital B"
"% de pacientes tratados postoperatoriamente con hierro IV"|"0"|"2024"|"ncra"|"Hospital B"
"% de pacientes con anestesia regional"|"10"|"2024"|"ncra"|"Hospital B"
"% de pacientes con anestesia regional"|"0"|"2025"|"ncra"|"Hospital B"
"% de pacientes con anestesia regional"|"0"|"2023"|"ncra"|"Hospital B"
"% de pacientes con anestesia regional"|"0"|"2022"|"ncra"|"Hospital B"
"% de pacientes tratados con antifibrinolíticos"|"60"|"2024"|"ncra"|"Hospital B"
"% de pacientes tratados con antifibrinolíticos"|"58.33"|"2025"|"ncra"|"Hospital B"
"% de pacientes tratados con antifibrinolíticos"|"82.35"|"2022"|"ncra"|"Hospital B"
"% de pacientes tratados con antifibrinolíticos"|"30.77"|"2023"|"ncra"|"Hospital B"
"% de pacientes con uso de recuperadores de sangre"|"0"|"2025"|"ncra"|"Hospital B"
"% de pacientes con uso de recuperadores de sangre"|"0"|"2024"|"ncra"|"Hospital B"
"% de pacientes con uso de recuperadores de sangre"|"0"|"2022"|"ncra"|"Hospital B"
"% de pacientes con uso de recuperadores de sangre"|"0"|"2023"|"ncra"|"Hospital B"
"% de pacientes tratados con fibrinógeno"|"0"|"2025"|"ncra"|"Hospital B"
"% de pacientes tratados con fibrinógeno"|"0"|"2024"|"ncra"|"Hospital B"
"% de pacientes tratados con fibrinógeno"|"0"|"2023"|"ncra"|"Hospital B"
"% de pacientes tratados con fibrinógeno"|"0"|"2022"|"ncra"|"Hospital B"
"% de pacientes tratados con fibrinógeno 
idem para todos, con y sin valor de conc.fibrin."|"0"|"2025"|"ncra"|"Hospital B"
"% de pacientes tratados con fibrinógeno 
idem para todos, con y sin valor de conc.fibrin."|"0"|"2024"|"ncra"|"Hospital B"
"% de pacientes tratados con fibrinógeno 
idem para todos, con y sin valor de conc.fibrin."|"0"|"2023"|"ncra"|"Hospital B"
"% de pacientes tratados con fibrinógeno 
idem para todos, con y sin valor de conc.fibrin."|"0"|"2022"|"ncra"|"Hospital B"
"% de pacientes transfundidos con Hb < 8 g/dl"|"0"|"2025"|"ncra"|"Hospital B"
"% de pacientes transfundidos con Hb < 8 g/dl"|"0"|"2024"|"ncra"|"Hospital B"
"% de pacientes transfundidos con Hb < 8 g/dl"|"0"|"2022"|"ncra"|"Hospital B"
"% de pacientes transfundidos con Hb < 8 g/dl"|"0"|"2023"|"ncra"|"Hospital B"
"% de transfusiones de una sola unidad de hematíes"|"50"|"2025"|"ncra"|"Hospital B"
"% de transfusiones de una sola unidad de hematíes"|"0"|"2024"|"ncra"|"Hospital B"
"% de transfusiones de una sola unidad de hematíes"|"50"|"2023"|"ncra"|"Hospital B"
"% de transfusiones de una sola unidad de hematíes"|"50"|"2022"|"ncra"|"Hospital B"
"Tasa de transfusión (hematíes)"|"15.385"|"2023"|"ncra"|"Hospital B"
"Tasa de transfusión (hematíes)"|"23.529"|"2022"|"ncra"|"Hospital B"
"Tasa de transfusión (hematíes)"|"16.667"|"2025"|"ncra"|"Hospital B"
"Tasa de transfusión (hematíes)"|"10"|"2024"|"ncra"|"Hospital B"
"Índice de transfusión (hematíes)"|"1.5"|"2025"|"ncra"|"Hospital B"
"Índice de transfusión (hematíes)"|"2"|"2024"|"ncra"|"Hospital B"
"Índice de transfusión (hematíes)"|"2.75"|"2022"|"ncra"|"Hospital B"
"Índice de transfusión (hematíes)"|"1.5"|"2023"|"ncra"|"Hospital B"
"Índice total de transfusión (hematíes)"|"0.25"|"2025"|"ncra"|"Hospital B"
"Índice total de transfusión (hematíes)"|"0.2"|"2024"|"ncra"|"Hospital B"
"Índice total de transfusión (hematíes)"|"0.647"|"2022"|"ncra"|"Hospital B"
"Índice total de transfusión (hematíes)"|"0.231"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"17"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"13"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"10"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"12"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"1"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"2"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"2"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"1"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"2"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"8"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"0"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"5"|"2022"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"1"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"3"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"0"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"4"|"2023"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"1"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"1"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"1"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"2"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"0"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"2"|"2024"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"1"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"1"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"4"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"0"|"2025"|"ncra"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"2"|"2025"|"ncra"|"Hospital B"
"Promedio  de la 1º Hb antes de la cirugía"|"12.37"|"2024"|"ncra"|"Hospital C"
"Promedio  de la 1º Hb antes de la cirugía"|"11.27"|"2023"|"ncra"|"Hospital C"
"Promedio  de la 1º Hb antes de la cirugía"|"12.26"|"2022"|"ncra"|"Hospital C"
"Promedio  de Hb al alta en pacientes no transfundidos"|"11.02"|"2024"|"ncra"|"Hospital C"
"Promedio  de Hb al alta en pacientes no transfundidos"|"10.582"|"2023"|"ncra"|"Hospital C"
"Promedio  de Hb al alta en pacientes no transfundidos"|"10.838"|"2022"|"ncra"|"Hospital C"
"Promedio  de Hb al alta en pacientes transfundidos"|"8.3"|"2024"|"ncra"|"Hospital C"
"Promedio  de Hb al alta en pacientes transfundidos"|"10.025"|"2022"|"ncra"|"Hospital C"
"Promedio  de Hb al alta en pacientes transfundidos"|"9.24"|"2023"|"ncra"|"Hospital C"
"Promedio  de días de estancia hospitalaria"|"12.489"|"2023"|"ncra"|"Hospital C"
"Promedio  de días de estancia hospitalaria"|"10.145"|"2022"|"ncra"|"Hospital C"
"Promedio  de días de estancia hospitalaria"|"9.652"|"2024"|"ncra"|"Hospital C"
"Mediana de la 1º Hb antes de la cirugía"|"12.6000003814697"|"2024"|"ncra"|"Hospital C"
"Mediana de la 1º Hb antes de la cirugía"|"11.3500003814697"|"2023"|"ncra"|"Hospital C"
"Mediana de la 1º Hb antes de la cirugía"|"12.6999998092651"|"2022"|"ncra"|"Hospital C"
"Mediana de Hb al alta en pacientes no transfundidos"|"10.8999996185303"|"2024"|"ncra"|"Hospital C"
"Mediana de Hb al alta en pacientes no transfundidos"|"10.5"|"2023"|"ncra"|"Hospital C"
"Mediana de Hb al alta en pacientes no transfundidos"|"10.8500003814697"|"2022"|"ncra"|"Hospital C"
"Mediana de Hb al alta en pacientes transfundidos"|"8.89999961853027"|"2024"|"ncra"|"Hospital C"
"Mediana de Hb al alta en pacientes transfundidos"|"9.85000038146973"|"2022"|"ncra"|"Hospital C"
"Mediana de Hb al alta en pacientes transfundidos"|"9.69999980926514"|"2023"|"ncra"|"Hospital C"
"Mediana de días de estancia hospitalaria"|"7.767"|"2023"|"ncra"|"Hospital C"
"Mediana de días de estancia hospitalaria"|"7.07"|"2022"|"ncra"|"Hospital C"
"Mediana de días de estancia hospitalaria"|"7.769"|"2024"|"ncra"|"Hospital C"
"Incremento de Hb post tratamiento preoperatorio (promedio)"|"2.92000017166138"|"2024"|"ncra"|"Hospital C"
"Incremento de Hb post tratamiento preoperatorio (promedio)"|"3.50000015894572"|"2022"|"ncra"|"Hospital C"
"Incremento de Hb post tratamiento preoperatorio (promedio)"|"2.59999990463257"|"2023"|"ncra"|"Hospital C"
"Valor de Hb previo a la intervención (promedio)"|"11.711"|"2023"|"ncra"|"Hospital C"
"Valor de Hb previo a la intervención (promedio)"|"12.78"|"2022"|"ncra"|"Hospital C"
"Valor de Hb previo a la intervención (promedio)"|"12.826"|"2024"|"ncra"|"Hospital C"
"Valor de Hb previo a la transfusión (promedio)"|"9.767"|"2023"|"ncra"|"Hospital C"
"Valor de Hb previo a la transfusión (promedio)"|"10.789"|"2022"|"ncra"|"Hospital C"
"Valor de Hb previo a la transfusión (promedio)"|"10.32"|"2024"|"ncra"|"Hospital C"
"Incremento de Hb post tratamiento preoperatorio (mediana)"|"3.5"|"2024"|"ncra"|"Hospital C"
"Incremento de Hb post tratamiento preoperatorio (mediana)"|"2.90000057220459"|"2022"|"ncra"|"Hospital C"
"Incremento de Hb post tratamiento preoperatorio (mediana)"|"2.59999990463257"|"2023"|"ncra"|"Hospital C"
"Valor de Hb previo a la intervención (mediana)"|"11.6999998092651"|"2023"|"ncra"|"Hospital C"
"Valor de Hb previo a la intervención (mediana)"|"12.8999996185303"|"2022"|"ncra"|"Hospital C"
"Valor de Hb previo a la intervención (mediana)"|"12.8500003814697"|"2024"|"ncra"|"Hospital C"
"Valor de Hb previo a la transfusión (mediana)"|"9.60000038146973"|"2023"|"ncra"|"Hospital C"
"Valor de Hb previo a la transfusión (mediana)"|"11.6999998092651"|"2022"|"ncra"|"Hospital C"
"Valor de Hb previo a la transfusión (mediana)"|"10.3000001907349"|"2024"|"ncra"|"Hospital C"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"54.29"|"2024"|"ncra"|"Hospital C"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"85.71"|"2023"|"ncra"|"Hospital C"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"55.56"|"2022"|"ncra"|"Hospital C"
"% de pacientes con evaluación de la anemia preoperatoria con tiempo suficiente"|"37.14"|"2024"|"ncra"|"Hospital C"
"% de pacientes con evaluación de la anemia preoperatoria con tiempo suficiente"|"51.11"|"2022"|"ncra"|"Hospital C"
"% de pacientes con evaluación de la anemia preoperatoria con tiempo suficiente"|"46.43"|"2023"|"ncra"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro"|"35.29"|"2024"|"ncra"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro"|"23.81"|"2022"|"ncra"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro"|"50"|"2023"|"ncra"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro (Hb<13)"|"31.58"|"2024"|"ncra"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro (Hb<13)"|"45.83"|"2023"|"ncra"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro (Hb<13)"|"20"|"2022"|"ncra"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"17.65"|"2024"|"ncra"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"28.57"|"2022"|"ncra"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"50"|"2023"|"ncra"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"21.05"|"2024"|"ncra"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"41.67"|"2023"|"ncra"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"24"|"2022"|"ncra"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"47.06"|"2024"|"ncra"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"23.81"|"2022"|"ncra"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"30"|"2023"|"ncra"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"52.63"|"2024"|"ncra"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"36"|"2022"|"ncra"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"41.67"|"2023"|"ncra"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"37.14"|"2024"|"ncra"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"39.29"|"2023"|"ncra"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"20"|"2022"|"ncra"|"Hospital C"
"% de pacientes con Hb de control"|"100"|"2024"|"ncra"|"Hospital C"
"% de pacientes con Hb de control"|"100"|"2023"|"ncra"|"Hospital C"
"% de pacientes con Hb de control"|"100"|"2022"|"ncra"|"Hospital C"
"% de pacientes tratados preoperatoriamente con un incremento de Hb de +1 pto"|"55.56"|"2024"|"ncra"|"Hospital C"
"% de pacientes tratados preoperatoriamente con un incremento de Hb de +1 pto"|"42.86"|"2023"|"ncra"|"Hospital C"
"% de pacientes tratados preoperatoriamente con un incremento de Hb de +1 pto"|"60"|"2022"|"ncra"|"Hospital C"
"% de pacientes no transfundidos con hematíes en preoperatorio"|"95.56"|"2022"|"ncra"|"Hospital C"
